#,Program:featureCounts
Geneid,SRR17446255.bam
AT1G19086,0
AT1G05870,550
AT1G07540,0
AT1G78820,1303
AT1G03790,15
AT1G02220,255
AT1G74420,26
AT1G68700,4
AT1G64820,1
AT1G56680,69
AT1G58848,12
AT1G23985,0
AT1G22140,188
AT1G75210,1004
AT1G30330,1560
AT1G77200,86
AT1G30360,8665
AT1G75280,2539
AT1G18200,81
AT1G55680,1500
AT1G34000,1955
AT1G04410,18498
AT1G45243,0
AT1G21650,311
AT1G28520,806
AT1G14048,0
AT1G05220,33
AT1G63245,20
AT1G66180,5169
AT1G07790,525
AT1G07720,750
AT1G16420,5
AT1G72740,536
AT1G05060,452
AT1G55960,576
AT1G32060,30703
AT1G77700,66
AT1G75510,611
AT1G54090,722
AT1G26520,143
AT1G15240,1029
AT1G07980,248
AT1G01740,113
AT1G62914,68
AT1G53090,197
AT1G08540,2546
AT1G12460,385
AT1G06250,29
AT1G52827,70
AT1G47690,0
AT1G49590,429
AT1G06280,0
AT1G78420,650
AT1G08465,390
AT1G32970,3
AT1G28815,1
AT1G01260,735
AT1G26815,0
AT1G16730,61
AT1G08700,661
AT1G66590,34
AT1G09550,0
AT1G16370,51
AT1G80730,29
AT1G11420,94
AT1G61210,596
AT1G57980,156
AT1G15140,1842
AT1G04810,1480
AT1G67070,62
AT1G53270,93
AT1G04550,296
AT1G44940,0
AT1G47810,0
AT1G27450,3371
AT1G33055,348
AT1G69400,53
AT1G51920,1
AT1G56000,151
AT1G42540,468
AT1G08100,0
AT1G29465,188
AT1G75960,633
AT1G63420,354
AT1G29470,5667
AT1G48310,291
AT1G32930,117
AT1G63880,1347
AT1G04630,590
AT1G27150,836
AT1G79110,307
AT1G68490,1247
AT1G06040,3858
AT1G18970,64
AT1G72430,1601
AT1G03040,819
AT1G28250,350
AT1G66630,2
AT1G10530,21
AT1G24090,50
AT1G09640,5604
AT1G14080,167
AT1G78760,3
AT1G44542,2
AT1G49350,170
AT1G47240,312
AT1G28430,4
AT1G12190,0
AT1G66610,2
AT1G16022,2
AT1G13370,4
AT1G21370,483
AT1G21590,934
AT1G50390,7
AT1G60870,1539
AT1G69870,1102
AT1G18610,224
AT1G13890,0
AT1G24260,358
AT1G64140,1744
AT1G02290,275
AT1G26740,323
AT1G20460,225
AT1G11500,10
AT1G75040,105
AT1G07985,40
AT1G74035,0
AT1G15510,130
AT1G07040,1192
AT1G71170,295
AT1G63470,305
AT1G13640,976
AT1G35516,649
AT1G22210,1
AT1G33230,983
AT1G18050,0
AT1G79340,2797
AT1G57680,3490
AT1G29140,1
AT1G55110,374
AT1G67775,0
AT1G57730,0
AT1G64550,1929
AT1G68710,485
AT1G79270,591
AT1G67310,1042
AT1G65610,430
AT1G53880,11
AT1G64380,49
AT1G27920,8
AT1G07220,207
AT1G14130,136
AT1G55040,130
AT1G35630,5
AT1G53860,16
AT1G71010,1852
AT1G56240,5
AT1G20630,1906
AT1G54217,103
AT1G44920,1649
AT1G63970,1710
AT1G26945,2060
AT1G67870,3834
AT1G62850,410
AT1G50520,171
AT1G31500,370
AT1G15820,66704
AT1G72690,65
AT1G29030,189
AT1G75160,18
AT1G26090,320
AT1G59660,181
AT1G52460,0
AT1G10720,664
AT1G67670,0
AT1G11410,376
AT1G19025,51
AT1G80050,230
AT1G50320,3278
AT1G77330,926
AT1G50090,46
AT1G16650,208
AT1G50830,21
AT1G02410,399
AT1G04420,2093
AT1G05190,11042
AT1G60660,271
AT1G13950,350
AT1G23147,0
AT1G17460,109
AT1G02110,851
AT1G32990,6241
AT1G22380,40
AT1G61300,380
AT1G15840,3
AT1G15440,591
AT1G49650,467
AT1G18850,272
AT1G34150,319
AT1G13320,1468
AT1G13820,845
AT1G15880,946
AT1G80810,361
AT1G54957,0
AT1G65310,814
AT1G20010,9717
AT1G52570,29
AT1G33520,787
AT1G54350,1249
AT1G58160,24
AT1G30190,64
AT1G14550,36
AT1G62450,0
AT1G16830,39
AT1G44090,0
AT1G10880,0
AT1G64633,0
AT1G03830,311
AT1G52530,12
AT1G63580,11
AT1G01600,344
AT1G10210,282
AT1G62720,8
AT1G36980,1258
AT1G16705,18
AT1G74180,186
AT1G69480,30
AT1G71520,0
AT1G34792,0
AT1G35190,762
AT1G07850,0
AT1G09620,3357
AT1G02570,44
AT1G26790,1
AT1G03620,67
AT1G01350,421
AT1G65770,0
AT1G21395,0
AT1G13810,102
AT1G14520,264
AT1G55630,112
AT1G18390,279
AT1G26797,0
AT1G25480,259
AT1G28190,144
AT1G49530,44
AT1G18486,0
AT1G12880,86
AT1G08090,99
AT1G66460,27
AT1G24220,0
AT1G08035,3
AT1G04985,907
AT1G73780,9
AT1G36940,454
AT1G23850,87
AT1G66190,134
AT1G44318,0
AT1G24270,10
AT1G05350,672
AT1G19930,0
AT1G62520,108
AT1G23170,233
AT1G71150,0
AT1G11430,2636
AT1G17145,495
AT1G34815,0
AT1G73910,10
AT1G52050,141
AT1G34320,1222
AT1G48280,210
AT1G12170,0
AT1G49225,1
AT1G01715,62
AT1G29160,79
AT1G22660,306
AT1G79410,140
AT1G75990,896
AT1G76770,7
AT1G78800,481
AT1G57560,68
AT1G48040,142
AT1G63400,36
AT1G32320,0
AT1G71830,243
AT1G75800,3772
AT1G22260,17
AT1G75950,4234
AT1G43730,0
AT1G21060,1237
AT1G11330,441
AT1G77600,415
AT1G68790,1352
AT1G22860,488
AT1G53200,176
AT1G35250,109
AT1G60986,0
AT1G52700,71
AT1G03980,13
AT1G19990,181
AT1G58936,0
AT1G24320,160
AT1G62422,325
AT1G53282,0
AT1G67890,673
AT1G62410,1
AT1G13530,29
AT1G18260,1435
AT1G76210,5
AT1G34430,2385
AT1G14460,448
AT1G61350,411
AT1G42440,890
AT1G12064,0
AT1G06570,1399
AT1G55310,1124
AT1G63740,272
AT1G09870,590
AT1G17710,49
AT1G27200,412
AT1G62120,100
AT1G04770,250
AT1G67920,75
AT1G09410,36
AT1G10540,18
AT1G63615,0
AT1G49240,9487
AT1G09240,157
AT1G67810,118
AT1G70850,2876
AT1G56360,0
AT1G18835,25
AT1G65920,443
AT1G11915,21
AT1G28440,2961
AT1G01650,735
AT1G16510,66
AT1G25025,0
AT1G53023,0
AT1G33440,90
AT1G74720,583
AT1G72290,0
AT1G53230,62
AT1G01970,502
AT1G12860,925
AT1G11400,576
AT1G53705,0
AT1G75560,580
AT1G56225,0
AT1G27290,2014
AT1G16740,458
AT1G64060,663
AT1G15470,259
AT1G01800,1173
AT1G27260,0
AT1G30560,7
AT1G41830,2809
AT1G31490,1
AT1G34490,0
AT1G08440,1
AT1G04440,2305
AT1G49520,136
AT1G44608,75
AT1G54370,627
AT1G12600,7
AT1G74920,4275
AT1G08150,0
AT1G36100,0
AT1G77080,533
AT1G15610,0
AT1G56050,911
AT1G55365,1
AT1G15130,1960
AT1G26220,0
AT1G48720,0
AT1G09932,151
AT1G49420,0
AT1G15670,1143
AT1G78895,246
AT1G15460,61
AT1G22530,4087
AT1G05780,145
AT1G17840,2294
AT1G18080,7043
AT1G66970,3326
AT1G47265,0
AT1G25280,1332
AT1G48000,16
AT1G53330,39
AT1G62700,58
AT1G20135,0
AT1G64650,1927
AT1G61562,1
AT1G23210,8
AT1G49320,170
AT1G66400,69
AT1G58280,324
AT1G01060,72
AT1G53010,0
AT1G60320,0
AT1G65300,7
AT1G24280,839
AT1G71696,387
AT1G09690,3394
AT1G14780,167
AT1G03120,6
AT1G31000,0
AT1G26665,687
AT1G51380,56
AT1G37150,12
AT1G05310,188
AT1G43130,662
AT1G04110,190
AT1G13620,18
AT1G24440,464
AT1G01440,575
AT1G66200,17998
AT1G09900,361
AT1G14455,11
AT1G01630,2066
AT1G20440,15960
AT1G77460,500
AT1G65040,577
AT1G71430,41
AT1G18790,0
AT1G14830,2383
AT1G11990,7
AT1G77750,381
AT1G52620,87
AT1G52930,522
AT1G21430,0
AT1G48060,3
AT1G58270,1979
AT1G64790,2076
AT1G59885,0
AT1G34410,0
AT1G01550,4898
AT1G69270,22
AT1G23100,87
AT1G70940,6566
AT1G06810,0
AT1G32220,2002
AT1G03650,83
AT1G17330,343
AT1G16090,26
AT1G32160,1456
AT1G65090,2
AT1G78520,23
AT1G68325,0
AT1G55870,347
AT1G50900,1299
AT1G10590,1888
AT1G73050,0
AT1G10200,2348
AT1G74300,87
AT1G07250,1130
AT1G10370,329
AT1G09575,152
AT1G52618,72
AT1G05610,6
AT1G09150,802
AT1G18690,220
AT1G57777,0
AT1G71730,667
AT1G24390,0
AT1G61688,0
AT1G34310,0
AT1G55440,2
AT1G72530,42
AT1G62930,83
AT1G50480,6728
AT1G20540,411
AT1G58150,43
AT1G23060,110
AT1G23910,0
AT1G71330,29
AT1G48510,44
AT1G66370,1
AT1G24520,0
AT1G58225,7
AT1G76680,2108
AT1G34245,55
AT1G57565,0
AT1G77420,396
AT1G27310,1985
AT1G35255,20
AT1G24020,1162
AT1G72960,10
AT1G28210,113
AT1G14840,720
AT1G35620,1397
AT1G72210,95
AT1G14685,1172
AT1G66070,624
AT1G02070,4
AT1G70300,810
AT1G78922,0
AT1G33470,1786
AT1G55947,1
AT1G55540,594
AT1G78890,832
AT1G59940,39
AT1G01910,911
AT1G01570,59
AT1G08730,32
AT1G68185,219
AT1G16080,1672
AT1G04940,108
AT1G02340,871
AT1G62880,241
AT1G67930,1092
AT1G51170,389
AT1G71970,881
AT1G05385,329
AT1G47845,0
AT1G67560,1284
AT1G26320,0
AT1G01680,1
AT1G67025,0
AT1G64160,28
AT1G51780,1
AT1G65660,1057
AT1G51600,319
AT1G71500,4200
AT1G70780,2163
AT1G66160,209
AT1G73120,27
AT1G48090,2688
AT1G70760,0
AT1G47765,0
AT1G48820,6
AT1G18300,214
AT1G73680,683
AT1G35040,0
AT1G02810,679
AT1G54460,694
AT1G21990,0
AT1G06180,118
AT1G75660,1890
AT1G48620,1942
AT1G74250,863
AT1G07740,71
AT1G77140,502
AT1G73170,870
AT1G67500,321
AT1G26350,0
AT1G32510,9
AT1G22890,616
AT1G23830,2
AT1G76510,396
AT1G08010,551
AT1G05840,699
AT1G55200,69
AT1G17070,316
AT1G78090,245
AT1G70810,282
AT1G64750,971
AT1G46984,1
AT1G11460,11
AT1G78440,5
AT1G79570,903
AT1G09157,1
AT1G03720,0
AT1G01690,125
AT1G76230,4
AT1G63240,563
AT1G70960,0
AT1G34300,817
AT1G09680,33
AT1G42680,1
AT1G29180,21
AT1G03730,267
AT1G18160,1436
AT1G53490,44
AT1G77100,0
AT1G67130,0
AT1G26260,153
AT1G64255,0
AT1G08290,42
AT1G12320,109
AT1G18990,10
AT1G11220,59
AT1G55207,3
AT1G74660,151
AT1G63460,726
AT1G55325,956
AT1G77660,157
AT1G30130,680
AT1G80390,2
AT1G31300,888
AT1G73750,585
AT1G55990,476
AT1G60570,0
AT1G68907,0
AT1G66030,6
AT1G27170,139
AT1G04700,97
AT1G67050,702
AT1G76220,28
AT1G56400,0
AT1G78040,7595
AT1G49170,82
AT1G31540,703
AT1G29420,15
AT1G64840,252
AT1G62030,93
AT1G60095,196
AT1G21230,4
AT1G21660,1129
AT1G65320,473
AT1G50570,818
AT1G33850,0
AT1G47870,252
AT1G47680,0
AT1G48850,1623
AT1G70440,11
AT1G65150,98
AT1G72800,55
AT1G09000,145
AT1G36160,3701
AT1G02145,483
AT1G23510,0
AT1G51690,1402
AT1G50650,5
AT1G47578,23
AT1G56105,0
AT1G06490,143
AT1G63640,506
AT1G19970,111
AT1G50110,144
AT1G21540,148
AT1G13590,181
AT1G22610,0
AT1G75110,42
AT1G73110,808
AT1G36756,0
AT1G20370,306
AT1G55510,341
AT1G77170,98
AT1G70660,281
AT1G51480,6
AT1G59359,0
AT1G26921,0
AT1G75870,0
AT1G75335,89
AT1G22830,119
AT1G09630,508
AT1G17280,752
AT1G02750,240
AT1G61070,0
AT1G15385,7
AT1G12855,2
AT1G03520,312
AT1G67880,237
AT1G36580,1
AT1G74190,2
AT1G14590,200
AT1G80625,1
AT1G08300,122
AT1G07020,191
AT1G59760,795
AT1G72570,1
AT1G01360,278
AT1G70400,0
AT1G52690,60
AT1G78750,49
AT1G15720,4
AT1G14850,718
AT1G70470,20
AT1G11820,1060
AT1G80700,73
AT1G60783,0
AT1G25230,1810
AT1G43900,635
AT1G67840,1113
AT1G64660,975
AT1G07690,0
AT1G47920,3
AT1G23680,0
AT1G18450,860
AT1G17960,39
AT1G55930,316
AT1G61400,53
AT1G03080,1862
AT1G56660,543
AT1G24130,17
AT1G54960,92
AT1G48350,4152
AT1G80330,0
AT1G14440,164
AT1G65620,46
AT1G11620,0
AT1G69490,295
AT1G78990,135
AT1G29100,2
AT1G52315,17
AT1G70100,937
AT1G61480,70
AT1G35220,884
AT1G27510,1024
AT1G65780,0
AT1G69010,909
AT1G30870,990
AT1G56710,18
AT1G05800,0
AT1G63350,127
AT1G34827,0
AT1G03055,64
AT1G01160,698
AT1G47340,111
AT1G11170,110
AT1G62045,43
AT1G35467,0
AT1G69970,57
AT1G43145,0
AT1G20132,0
AT1G70210,755
AT1G49880,126
AT1G27060,68
AT1G30757,0
AT1G30690,1678
AT1G43760,0
AT1G35680,7110
AT1G61550,28
AT1G36745,0
AT1G58120,1
AT1G69090,0
AT1G27870,0
AT1G63710,105
AT1G03103,0
AT1G31970,1530
AT1G04960,590
AT1G68440,731
AT1G05085,0
AT1G10740,734
AT1G19040,0
AT1G32960,8
AT1G10290,2331
AT1G34020,368
AT1G20575,382
AT1G56085,0
AT1G49190,0
AT1G01730,477
AT1G26500,15
AT1G75125,46
AT1G13800,51
AT1G28380,1088
AT1G10150,0
AT1G02180,107
AT1G01180,411
AT1G04625,0
AT1G16810,1202
AT1G14160,130
AT1G55370,651
AT1G67790,0
AT1G30110,368
AT1G70640,6
AT1G71691,0
AT1G78970,1346
AT1G09610,1
AT1G69190,0
AT1G34065,97
AT1G69730,222
AT1G64300,71
AT1G18180,82
AT1G53260,6
AT1G18750,77
AT1G72670,138
AT1G63090,489
AT1G67350,1514
AT1G03430,362
AT1G31670,0
AT1G48790,1467
AT1G64510,6960
AT1G10980,5
AT1G61667,253
AT1G48270,142
AT1G66570,0
AT1G35720,10849
AT1G11690,0
AT1G68880,250
AT1G72180,3352
AT1G15920,435
AT1G78020,1078
AT1G63060,0
AT1G24265,91
AT1G19710,342
AT1G28050,568
AT1G51420,405
AT1G65540,1121
AT1G21600,1460
AT1G68980,150
AT1G20270,336
AT1G73640,120
AT1G02260,468
AT1G20410,345
AT1G55675,217
AT1G19900,144
AT1G30260,32
AT1G10800,24
AT1G56140,835
AT1G74270,1560
AT1G43610,0
AT1G20050,1638
AT1G72250,291
AT1G10940,1896
AT1G02420,23
AT1G32460,41
AT1G35614,0
AT1G11390,320
AT1G25450,1498
AT1G77490,4240
AT1G69250,548
AT1G14890,488
AT1G66280,1396
AT1G07900,5
AT1G59218,1
AT1G33410,859
AT1G72280,111
AT1G53670,2015
AT1G78290,164
AT1G36640,8
AT1G17360,629
AT1G14150,1047
AT1G03490,2
AT1G62910,19
AT1G70420,292
AT1G52590,280
AT1G29850,1174
AT1G33810,1177
AT1G19600,1460
AT1G51035,4
AT1G18340,221
AT1G53345,92
AT1G23995,0
AT1G31820,141
AT1G55350,1557
AT1G29460,431
AT1G07420,1003
AT1G04260,360
AT1G14720,1389
AT1G69550,428
AT1G62981,33
AT1G65080,102
AT1G80350,555
AT1G67060,324
AT1G68845,2
AT1G63600,33
AT1G05930,0
AT1G58265,1
AT1G74100,1970
AT1G48450,2928
AT1G15600,0
AT1G68210,0
AT1G24159,0
AT1G31910,3322
AT1G43630,0
AT1G75010,525
AT1G09700,265
AT1G12900,22154
AT1G30545,71
AT1G16840,1373
AT1G69740,5577
AT1G73280,91
AT1G30000,697
AT1G19150,1762
AT1G04860,728
AT1G60170,1157
AT1G42190,0
AT1G45010,165
AT1G76065,41
AT1G69780,541
AT1G08750,274
AT1G62305,153
AT1G28610,248
AT1G20490,135
AT1G73970,315
AT1G74580,122
AT1G52100,256
AT1G07670,1057
AT1G02890,2391
AT1G47720,134
AT1G33120,1524
AT1G30700,348
AT1G51650,2500
AT1G27840,430
AT1G63105,0
AT1G09230,412
AT1G06900,1078
AT1G06050,128
AT1G73250,319
AT1G07050,67
AT1G64810,430
AT1G75270,748
AT1G64920,41
AT1G54680,98
AT1G05950,91
AT1G33390,310
AT1G73990,1189
AT1G56210,175
AT1G35030,0
AT1G78580,905
AT1G25155,0
AT1G31720,39
AT1G80030,1491
AT1G32980,0
AT1G56620,0
AT1G50680,0
AT1G78500,0
AT1G58460,20
AT1G45145,814
AT1G53530,156
AT1G67035,29
AT1G21980,1207
AT1G05100,24
AT1G56330,2926
AT1G62500,348
AT1G72940,323
AT1G35242,1
AT1G60750,9
AT1G68120,9
AT1G47330,620
AT1G18740,698
AT1G04210,1089
AT1G66060,7
AT1G56415,0
AT1G13910,101
AT1G07780,101
AT1G54940,53
AT1G76100,5903
AT1G66100,2264
AT1G27360,82
AT1G73530,714
AT1G77400,131
AT1G49290,0
AT1G67220,2
AT1G36272,1
AT1G35780,638
AT1G56460,1014
AT1G16520,408
AT1G63057,0
AT1G06450,20
AT1G59722,0
AT1G51680,2140
AT1G55160,502
AT1G69150,7
AT1G66040,0
AT1G23020,1648
AT1G51915,1
AT1G69380,196
AT1G54400,7
AT1G27420,72
AT1G27910,437
AT1G49040,1192
AT1G58223,0
AT1G67330,0
AT1G23300,0
AT1G64230,7322
AT1G57690,0
AT1G55152,0
AT1G48030,5052
AT1G50890,265
AT1G15590,0
AT1G15180,1048
AT1G79460,357
AT1G20823,149
AT1G27330,1128
AT1G78830,8762
AT1G60050,42
AT1G72545,3
AT1G64584,0
AT1G69523,210
AT1G20720,101
AT1G55610,173
AT1G07400,43
AT1G34575,0
AT1G44170,981
AT1G27600,924
AT1G02710,0
AT1G15040,172
AT1G05200,681
AT1G05575,74
AT1G75220,1847
AT1G13860,346
AT1G05720,350
AT1G53300,1192
AT1G54180,95
AT1G61810,103
AT1G62640,1032
AT1G24430,139
AT1G80590,0
AT1G35820,0
AT1G63250,106
AT1G23890,217
AT1G20480,109
AT1G61790,2324
AT1G68300,673
AT1G69790,45
AT1G10560,210
AT1G68780,647
AT1G07640,474
AT1G32710,0
AT1G34070,0
AT1G52155,135
AT1G47500,504
AT1G77765,52
AT1G62190,0
AT1G26130,340
AT1G59500,2
AT1G77010,13
AT1G74130,2
AT1G15360,1
AT1G07170,396
AT1G10360,854
AT1G22780,2680
AT1G64610,182
AT1G02305,1657
AT1G21860,5
AT1G70990,79
AT1G16030,172
AT1G34270,210
AT1G69570,33
AT1G03240,0
AT1G05820,76
AT1G60690,224
AT1G58210,215
AT1G58007,20
AT1G29900,2896
AT1G33320,15
AT1G72630,503
AT1G09780,3526
AT1G29435,2
AT1G15350,895
AT1G06515,346
AT1G50030,1921
AT1G32520,169
AT1G51210,0
AT1G66930,57
AT1G03540,29
AT1G76310,237
AT1G64385,522
AT1G43850,720
AT1G76965,0
AT1G51570,3022
AT1G76130,141
AT1G11050,2
AT1G72080,0
AT1G04680,2800
AT1G32780,46
AT1G18370,449
AT1G24040,374
AT1G61120,2
AT1G69160,1642
AT1G22230,149
AT1G75240,874
AT1G53700,100
AT1G80460,3058
AT1G59640,56
AT1G19850,380
AT1G21925,0
AT1G48600,6321
AT1G28390,114
AT1G67030,211
AT1G64340,0
AT1G31550,172
AT1G52360,2341
AT1G77270,178
AT1G64320,21
AT1G03165,2
AT1G64590,86
AT1G79400,0
AT1G02880,381
AT1G38790,0
AT1G63190,0
AT1G78850,9819
AT1G70895,120
AT1G12230,3006
AT1G35830,123
AT1G75430,1
AT1G53450,267
AT1G25330,1
AT1G21950,0
AT1G23650,0
AT1G72270,0
AT1G30170,0
AT1G15757,0
AT1G28150,611
AT1G69500,0
AT1G23580,0
AT1G03440,575
AT1G76270,352
AT1G65560,101
AT1G13730,502
AT1G18060,2293
AT1G21640,1540
AT1G08960,353
AT1G79860,33
AT1G68360,15
AT1G10550,205
AT1G34570,177
AT1G65710,48
AT1G56530,0
AT1G53320,1688
AT1G17220,5683
AT1G77525,1
AT1G19960,253
AT1G52880,163
AT1G05420,90
AT1G76040,411
AT1G79840,485
AT1G47830,537
AT1G03010,56
AT1G78100,802
AT1G01695,3
AT1G15380,676
AT1G72320,704
AT1G61690,971
AT1G01610,1517
AT1G74030,1234
AT1G66950,31
AT1G18770,0
AT1G74220,0
AT1G56630,58
AT1G02520,167
AT1G50620,377
AT1G08130,620
AT1G33790,148
AT1G62380,14869
AT1G73165,4
AT1G66000,0
AT1G77932,1
AT1G15480,361
AT1G77960,117
AT1G02590,0
AT1G66640,0
AT1G23880,96
AT1G34460,15
AT1G12780,2572
AT1G30300,257
AT1G54060,760
AT1G33020,0
AT1G71130,217
AT1G75170,198
AT1G79920,2202
AT1G03190,266
AT1G16025,0
AT1G22620,927
AT1G51260,7
AT1G65640,0
AT1G26410,14
AT1G74820,1
AT1G34650,0
AT1G23190,2930
AT1G55250,584
AT1G74210,781
AT1G76940,322
AT1G80890,69
AT1G74730,1767
AT1G76090,1967
AT1G63990,6
AT1G61360,411
AT1G75140,446
AT1G21270,2066
AT1G49300,1719
AT1G80610,258
AT1G05570,2360
AT1G27540,285
AT1G53945,0
AT1G61565,0
AT1G30780,0
AT1G73350,306
AT1G52440,1
AT1G31280,341
AT1G01225,75
AT1G27110,39
AT1G03180,42
AT1G30050,14
AT1G19540,85
AT1G09540,72
AT1G28220,1
AT1G75717,1
AT1G52680,0
AT1G18940,58
AT1G62580,7
AT1G11020,343
AT1G75680,2473
AT1G16630,162
AT1G61415,3
AT1G65840,1800
AT1G31870,568
AT1G74370,205
