#,Program:featureCounts
Geneid,SRR17446260.bam
AT1G19025,59
AT1G80050,179
AT1G50320,3070
AT1G77330,1969
AT1G50090,5
AT1G16650,194
AT1G50830,48
AT1G02410,490
AT1G04420,1883
AT1G05190,8992
AT1G60660,322
AT1G13950,402
AT1G23147,0
AT1G17460,155
AT1G02110,664
AT1G32990,5131
AT1G22380,46
AT1G61300,290
AT1G15840,5
AT1G15440,984
AT1G49650,365
AT1G18850,462
AT1G34150,313
AT1G13320,1513
AT1G13820,1132
AT1G15880,842
AT1G80810,240
AT1G54957,0
AT1G65310,781
AT1G20010,6890
AT1G52570,52
AT1G33520,609
AT1G54350,1114
AT1G58160,17
AT1G30190,8
AT1G14550,22
AT1G62450,1
AT1G16830,86
AT1G44090,3
AT1G10880,0
AT1G64633,0
AT1G03830,349
AT1G52530,36
AT1G63580,9
AT1G01600,147
AT1G10210,185
AT1G62720,12
AT1G36980,996
AT1G16705,5
AT1G74180,188
AT1G69480,124
AT1G71520,6
AT1G34792,0
AT1G35190,945
AT1G07850,0
AT1G09620,3241
AT1G02570,61
AT1G26790,1
AT1G03620,62
AT1G01350,556
AT1G65770,0
AT1G21395,0
AT1G13810,206
AT1G14520,1367
AT1G55630,128
AT1G18390,367
AT1G26797,0
AT1G25480,247
AT1G28190,188
AT1G49530,37
AT1G18486,0
AT1G12880,164
AT1G08090,453
AT1G66460,21
AT1G24220,0
AT1G08035,5
AT1G04985,812
AT1G73780,48
AT1G36940,289
AT1G23850,80
AT1G66190,76
AT1G44318,4
AT1G24270,17
AT1G05350,804
AT1G19930,0
AT1G62520,181
AT1G23170,279
AT1G71150,10
AT1G11430,2796
AT1G17145,523
AT1G34815,0
AT1G73910,15
AT1G52050,411
AT1G34320,1368
AT1G48280,254
AT1G12170,0
AT1G49225,2
AT1G01715,64
AT1G29160,76
AT1G22660,458
AT1G79410,392
AT1G75990,1022
AT1G76770,17
AT1G78800,616
AT1G57560,134
AT1G48040,186
AT1G63400,43
AT1G32320,0
AT1G71830,317
AT1G75800,2344
AT1G22260,62
AT1G75950,4488
AT1G43730,0
AT1G21060,412
AT1G11330,902
AT1G77600,564
AT1G68790,1156
AT1G22860,539
AT1G53200,202
AT1G35250,102
AT1G60986,0
AT1G52700,154
AT1G03980,34
AT1G19990,178
AT1G58936,0
AT1G24320,133
AT1G62422,239
AT1G53282,0
AT1G67890,569
AT1G62410,0
AT1G13530,82
AT1G18260,1366
AT1G76210,7
AT1G34430,2030
AT1G14460,425
AT1G61350,378
AT1G42440,1188
AT1G12064,4
AT1G06570,761
AT1G55310,1259
AT1G63740,312
AT1G09870,724
AT1G17710,36
AT1G27200,488
AT1G62120,84
AT1G04770,290
AT1G67920,92
AT1G09410,44
AT1G10540,66
AT1G63615,1
AT1G49240,9017
AT1G09240,616
AT1G67810,335
AT1G70850,1519
AT1G56360,0
AT1G18835,23
AT1G65920,324
AT1G11915,43
AT1G28440,2073
AT1G01650,881
AT1G16510,155
AT1G25025,0
AT1G53023,9
AT1G33440,60
AT1G74720,765
AT1G72290,0
AT1G53230,94
AT1G01970,573
AT1G12860,447
AT1G11400,393
AT1G53705,0
AT1G75560,652
AT1G56225,0
AT1G27290,1121
AT1G16740,712
AT1G64060,744
AT1G15470,496
AT1G01800,1564
AT1G27260,0
AT1G30560,9
AT1G41830,3107
AT1G31490,2
AT1G34490,0
AT1G08440,118
AT1G04440,2499
AT1G49520,163
AT1G44608,100
AT1G54370,608
AT1G12600,23
AT1G74920,4127
AT1G08150,1
AT1G36100,0
AT1G77080,657
AT1G15610,5
AT1G56050,1134
AT1G55365,1
AT1G15130,2001
AT1G26220,0
AT1G48720,0
AT1G09932,436
AT1G49420,0
AT1G15670,748
AT1G78895,194
AT1G15460,103
AT1G22530,2423
AT1G05780,210
AT1G17840,2556
AT1G18080,10232
AT1G66970,3034
AT1G47265,1
AT1G25280,1508
AT1G48000,18
AT1G53330,61
AT1G62700,39
AT1G20135,0
AT1G64650,2759
AT1G61562,3
AT1G23210,54
AT1G49320,160
AT1G66400,102
AT1G58280,314
AT1G01060,207
AT1G53010,0
AT1G60320,0
AT1G65300,1
AT1G24280,1592
AT1G71696,461
AT1G09690,5482
AT1G14780,323
AT1G03120,12
AT1G31000,0
AT1G26665,462
AT1G51380,153
AT1G37150,10
AT1G05310,34
AT1G43130,603
AT1G04110,70
AT1G13620,10
AT1G24440,259
AT1G01440,407
AT1G66200,18609
AT1G09900,388
AT1G14455,2
AT1G01630,3851
AT1G20440,14839
AT1G77460,440
AT1G65040,849
AT1G71430,106
AT1G18790,0
AT1G14830,2874
AT1G11990,3
AT1G77750,660
AT1G52620,121
AT1G52930,1075
AT1G21430,0
AT1G48060,3
AT1G58270,1730
AT1G64790,2503
AT1G59885,0
AT1G34410,0
AT1G01550,4462
AT1G69270,40
AT1G23100,207
AT1G70940,3410
AT1G06810,1
AT1G32220,1257
AT1G03650,72
AT1G17330,318
AT1G16090,50
AT1G32160,1196
AT1G65090,18
AT1G78520,36
AT1G68325,0
AT1G55870,388
AT1G50900,1052
AT1G10590,2755
AT1G73050,6
AT1G10200,2521
AT1G74300,142
AT1G07250,1111
AT1G10370,1086
AT1G09575,103
AT1G52618,62
AT1G05610,14
AT1G09150,917
AT1G18690,244
AT1G57777,0
AT1G71730,986
AT1G24390,0
AT1G61688,0
AT1G34310,0
AT1G55440,13
AT1G72530,47
AT1G62930,89
AT1G50480,9787
AT1G20540,439
AT1G58150,45
AT1G23060,136
AT1G23910,0
AT1G71330,56
AT1G48510,118
AT1G66370,31
AT1G24520,1
AT1G58225,45
AT1G76680,3072
AT1G34245,35
AT1G57565,0
AT1G77420,445
AT1G27310,2600
AT1G35255,18
AT1G24020,2067
AT1G72960,10
AT1G28210,179
AT1G14840,494
AT1G35620,1194
AT1G72210,85
AT1G14685,880
AT1G66070,1095
AT1G02070,3
AT1G70300,1014
AT1G78922,1
AT1G33470,1726
AT1G55947,0
AT1G55540,881
AT1G78890,1061
AT1G59940,58
AT1G01910,943
AT1G01570,90
AT1G08730,67
AT1G68185,316
AT1G16080,1574
AT1G04940,131
AT1G02340,463
AT1G62880,309
AT1G67930,1116
AT1G51170,265
AT1G71970,218
AT1G05385,309
AT1G47845,1
AT1G67560,967
AT1G26320,0
AT1G01680,62
AT1G67025,1
AT1G64160,64
AT1G51780,1
AT1G65660,1151
AT1G51600,281
AT1G71500,3522
AT1G70780,3802
AT1G66160,528
AT1G73120,146
AT1G48090,2123
AT1G70760,0
AT1G47765,0
AT1G48820,2
AT1G18300,113
AT1G73680,879
AT1G35040,0
AT1G02810,1258
AT1G54460,760
AT1G21990,1
AT1G06180,286
AT1G75660,1786
AT1G48620,1610
AT1G74250,847
AT1G07740,95
AT1G77140,494
AT1G73170,842
AT1G67500,485
AT1G26350,0
AT1G32510,75
AT1G22890,278
AT1G23830,4
AT1G76510,479
AT1G08010,694
AT1G05840,417
AT1G55200,96
AT1G17070,292
AT1G78090,327
AT1G70810,802
AT1G64750,1238
AT1G46984,0
AT1G11460,4
AT1G78440,3
AT1G79570,1047
AT1G09157,3
AT1G03720,0
AT1G01690,288
AT1G76230,8
AT1G63240,412
AT1G70960,0
AT1G34300,632
AT1G09680,67
AT1G42680,0
AT1G29180,16
AT1G03730,225
AT1G18160,1289
AT1G53490,79
AT1G77100,6
AT1G67130,3
AT1G26260,166
AT1G64255,1
AT1G08290,83
AT1G12320,130
AT1G18990,2
AT1G11220,89
AT1G55207,10
AT1G74660,103
AT1G63460,1234
AT1G55325,1032
AT1G77660,150
AT1G30130,616
AT1G80390,6
AT1G31300,807
AT1G73750,229
AT1G55990,283
AT1G60570,0
AT1G68907,0
AT1G66030,4
AT1G27170,135
AT1G04700,119
AT1G67050,539
AT1G76220,50
AT1G56400,0
AT1G78040,7793
AT1G49170,106
AT1G31540,641
AT1G29420,0
AT1G64840,250
AT1G62030,103
AT1G60095,443
AT1G21230,1
AT1G21660,1223
AT1G65320,440
AT1G50570,1223
AT1G33850,0
AT1G47870,323
AT1G47680,0
AT1G48850,2372
AT1G70440,63
AT1G65150,144
AT1G72800,72
AT1G09000,211
AT1G36160,3742
AT1G02145,635
AT1G23510,4
AT1G51690,1302
AT1G50650,2
AT1G47578,19
AT1G56105,0
AT1G06490,486
AT1G63640,700
AT1G19970,153
AT1G50110,325
AT1G21540,39
AT1G13590,341
AT1G22610,0
AT1G75110,40
AT1G73110,644
AT1G36756,0
AT1G20370,497
AT1G55510,225
AT1G77170,151
AT1G70660,209
AT1G51480,18
AT1G59359,0
AT1G26921,0
AT1G75870,1
AT1G75335,127
AT1G22830,130
AT1G09630,726
AT1G17280,796
AT1G02750,322
AT1G61070,0
AT1G15385,20
AT1G12855,2
AT1G03520,282
AT1G67880,255
AT1G36580,2
AT1G74190,0
AT1G14590,148
AT1G80625,0
AT1G08300,111
AT1G07020,262
AT1G59760,979
AT1G72570,55
AT1G01360,186
AT1G70400,2
AT1G52690,161
AT1G78750,35
AT1G15720,1
AT1G14850,713
AT1G70470,29
AT1G11820,1009
AT1G80700,68
AT1G60783,0
AT1G25230,956
AT1G43900,763
AT1G67840,880
AT1G64660,372
AT1G07690,0
AT1G47920,2
AT1G23680,0
AT1G18450,832
AT1G17960,143
AT1G55930,401
AT1G61400,92
AT1G03080,2100
AT1G56660,612
AT1G24130,49
AT1G54960,154
AT1G48350,3798
AT1G80330,0
AT1G14440,119
AT1G65620,180
AT1G11620,1
AT1G69490,44
AT1G78990,68
AT1G29100,1
AT1G52315,59
AT1G70100,530
AT1G61480,97
AT1G35220,1013
AT1G27510,893
AT1G65780,0
AT1G69010,715
AT1G30870,1310
AT1G56710,8
AT1G05800,1
AT1G63350,119
AT1G34827,0
AT1G03055,24
AT1G01160,749
AT1G47340,169
AT1G11170,229
AT1G62045,87
AT1G35467,0
AT1G69970,66
AT1G43145,0
AT1G20132,0
AT1G70210,443
AT1G49880,144
AT1G27060,99
AT1G30757,0
AT1G30690,1898
AT1G43760,0
AT1G35680,6100
AT1G61550,33
AT1G36745,0
AT1G58120,3
AT1G69090,0
AT1G27870,0
AT1G63710,10
AT1G03103,0
AT1G31970,1907
AT1G04960,548
AT1G68440,999
AT1G05085,0
AT1G10740,503
AT1G19040,0
AT1G32960,98
AT1G10290,2526
AT1G34020,597
AT1G20575,467
AT1G56085,0
AT1G49190,0
AT1G01730,531
AT1G26500,8
AT1G75125,64
AT1G13800,81
AT1G28380,885
AT1G10150,0
AT1G02180,118
AT1G01180,282
AT1G04625,1
AT1G16810,1237
AT1G14160,177
AT1G55370,451
AT1G67790,0
AT1G30110,530
AT1G70640,27
AT1G71691,0
AT1G78970,1058
AT1G09610,1
AT1G69190,0
AT1G34065,124
AT1G69730,316
AT1G64300,98
AT1G18180,60
AT1G53260,7
AT1G18750,77
AT1G72670,223
AT1G63090,597
AT1G67350,2229
AT1G03430,521
AT1G31670,1
AT1G48790,1411
AT1G64510,6252
AT1G10980,0
AT1G61667,284
AT1G48270,164
AT1G66570,0
AT1G35720,18254
AT1G11690,16
AT1G68880,472
AT1G72180,1092
AT1G15920,426
AT1G78020,1640
AT1G63060,0
AT1G24265,89
AT1G19710,681
AT1G28050,770
AT1G51420,769
AT1G65540,1384
AT1G21600,1329
AT1G68980,150
AT1G20270,448
AT1G73640,101
AT1G02260,527
AT1G20410,514
AT1G55675,271
AT1G19900,144
AT1G30260,33
AT1G10800,18
AT1G56140,893
AT1G74270,2082
AT1G43610,0
AT1G20050,2304
AT1G72250,424
AT1G10940,1957
AT1G02420,31
AT1G32460,6
AT1G35614,0
AT1G11390,472
AT1G25450,659
AT1G77490,2425
AT1G69250,836
AT1G14890,399
AT1G66280,2795
AT1G07900,67
AT1G59218,0
AT1G33410,1206
AT1G72280,245
AT1G53670,1761
AT1G78290,111
AT1G36640,3
AT1G17360,1214
AT1G14150,705
AT1G03490,0
AT1G62910,11
AT1G70420,142
AT1G52590,369
AT1G29850,1443
AT1G33810,1347
AT1G19600,2268
AT1G51035,4
AT1G18340,272
AT1G53345,127
AT1G23995,0
AT1G31820,175
AT1G55350,1578
AT1G29460,129
AT1G07420,1148
AT1G04260,439
AT1G14720,1359
AT1G69550,407
AT1G62981,25
AT1G65080,111
AT1G80350,528
AT1G67060,344
AT1G68845,2
AT1G63600,21
AT1G05930,1
AT1G58265,0
AT1G74100,4392
AT1G48450,2891
AT1G15600,0
AT1G68210,0
AT1G24159,0
AT1G31910,5754
AT1G43630,0
AT1G75010,612
AT1G09700,324
AT1G12900,23202
AT1G30545,84
AT1G16840,1307
AT1G69740,4897
AT1G73280,148
AT1G30000,828
AT1G19150,1297
AT1G04860,729
AT1G60170,1228
AT1G42190,0
AT1G45010,330
AT1G76065,67
AT1G69780,561
AT1G08750,308
AT1G62305,302
AT1G28610,388
AT1G20490,151
AT1G73970,381
AT1G74580,129
AT1G52100,1423
AT1G07670,1381
AT1G02890,1774
AT1G47720,137
AT1G33120,2645
AT1G30700,480
AT1G51650,5785
AT1G27840,448
AT1G63105,1
AT1G09230,545
AT1G06900,1023
AT1G06050,114
AT1G73250,367
AT1G07050,118
AT1G64810,401
AT1G75270,1334
AT1G64920,103
AT1G54680,80
AT1G05950,204
AT1G33390,466
AT1G73990,1274
AT1G56210,197
AT1G35030,0
AT1G78580,1174
AT1G25155,0
AT1G31720,20
AT1G80030,1658
AT1G32980,0
AT1G56620,0
AT1G50680,0
AT1G78500,2
AT1G58460,9
AT1G45145,975
AT1G53530,129
AT1G67035,41
AT1G21980,1339
AT1G05100,10
AT1G56330,4536
AT1G62500,288
AT1G72940,191
AT1G35242,0
AT1G60750,2
AT1G68120,27
AT1G47330,722
AT1G18740,888
AT1G04210,1156
AT1G66060,0
AT1G56415,0
AT1G13910,114
AT1G07780,247
AT1G54940,69
AT1G76100,3343
AT1G66100,16
AT1G27360,153
AT1G73530,845
AT1G77400,220
AT1G49290,0
AT1G67220,9
AT1G36272,1
AT1G35780,1167
AT1G56460,813
AT1G16520,776
AT1G63057,0
AT1G06450,27
AT1G59722,0
AT1G51680,3048
AT1G55160,377
AT1G69150,24
AT1G66040,1
AT1G23020,1176
AT1G51915,2
AT1G69380,194
AT1G54400,24
AT1G27420,80
AT1G27910,367
AT1G49040,1071
AT1G58223,0
AT1G67330,0
AT1G23300,0
AT1G64230,5818
AT1G57690,0
AT1G55152,0
AT1G48030,5561
AT1G50890,207
AT1G15590,0
AT1G15180,609
AT1G79460,512
AT1G20823,297
AT1G27330,1585
AT1G78830,5351
AT1G60050,47
AT1G72545,2
AT1G64584,0
AT1G69523,60
AT1G20720,93
AT1G55610,261
AT1G07400,95
AT1G34575,0
AT1G44170,1466
AT1G27600,792
AT1G02710,0
AT1G15040,193
AT1G05200,694
AT1G05575,63
AT1G75220,1132
AT1G13860,701
AT1G05720,460
AT1G53300,1516
AT1G54180,139
AT1G61810,335
AT1G62640,1216
AT1G24430,152
AT1G80590,2
AT1G35820,0
AT1G63250,227
AT1G23890,245
AT1G20480,63
AT1G61790,2895
AT1G68300,745
AT1G69790,51
AT1G10560,99
AT1G68780,342
AT1G07640,1054
AT1G32710,6
AT1G34070,0
AT1G52155,130
AT1G47500,664
AT1G77765,75
AT1G62190,0
AT1G26130,220
AT1G59500,0
AT1G77010,24
AT1G74130,1
AT1G15360,0
AT1G07170,374
AT1G10360,952
AT1G22780,4479
AT1G64610,248
AT1G02305,1671
AT1G21860,12
AT1G70990,137
AT1G16030,207
AT1G34270,254
AT1G69570,26
AT1G03240,1
AT1G05820,58
AT1G60690,197
AT1G58210,171
AT1G58007,26
AT1G29900,3065
AT1G33320,26
AT1G72630,494
AT1G09780,7035
AT1G29435,0
AT1G15350,963
AT1G06515,336
AT1G50030,1348
AT1G32520,201
AT1G51210,0
AT1G66930,100
AT1G03540,53
AT1G76310,270
AT1G64385,597
AT1G43850,680
AT1G76965,2
AT1G51570,2267
AT1G76130,374
AT1G11050,0
AT1G72080,0
AT1G04680,2557
AT1G32780,57
AT1G18370,628
AT1G24040,353
AT1G61120,256
AT1G69160,585
AT1G22230,391
AT1G75240,383
AT1G53700,87
AT1G80460,3566
AT1G59640,142
AT1G19850,609
AT1G21925,0
AT1G48600,8777
AT1G28390,279
AT1G67030,244
AT1G64340,1
AT1G31550,293
AT1G52360,3012
AT1G77270,54
AT1G64320,21
AT1G03165,5
AT1G64590,39
AT1G79400,56
AT1G02880,631
AT1G38790,0
AT1G63190,2
AT1G78850,12628
AT1G70895,66
AT1G12230,3201
AT1G35830,69
AT1G75430,6
AT1G53450,186
AT1G25330,2
AT1G21950,0
AT1G23650,0
AT1G72270,9
AT1G30170,14
AT1G15757,0
AT1G28150,504
AT1G69500,0
AT1G23580,1
AT1G03440,223
AT1G76270,387
AT1G65560,165
AT1G13730,717
AT1G18060,2124
AT1G21640,1136
AT1G08960,391
AT1G79860,54
AT1G68360,38
AT1G10550,219
AT1G34570,293
AT1G65710,105
AT1G56530,0
AT1G53320,1502
AT1G17220,5509
AT1G77525,0
AT1G19960,252
AT1G52880,153
AT1G05420,93
AT1G76040,1332
AT1G79840,177
AT1G47830,579
AT1G03010,74
AT1G78100,597
AT1G01695,12
AT1G15380,1718
AT1G72320,905
AT1G61690,1096
AT1G01610,915
AT1G74030,2804
AT1G66950,71
AT1G18770,1
AT1G74220,0
AT1G56630,47
AT1G02520,177
AT1G50620,514
AT1G08130,644
AT1G33790,446
AT1G62380,14995
AT1G73165,3
AT1G66000,0
AT1G77932,1
AT1G15480,423
AT1G77960,236
AT1G02590,0
AT1G66640,0
AT1G23880,109
AT1G34460,4
AT1G12780,1386
AT1G30300,273
AT1G54060,611
AT1G33020,0
AT1G71130,232
AT1G75170,349
AT1G79920,2849
AT1G03190,334
AT1G16025,0
AT1G22620,820
AT1G51260,14
AT1G65640,0
AT1G26410,25
AT1G74820,0
AT1G34650,0
AT1G23190,6430
AT1G55250,616
AT1G74210,1182
AT1G76940,363
AT1G80890,93
AT1G74730,2087
AT1G76090,1393
AT1G63990,7
AT1G61360,525
AT1G75140,515
AT1G21270,1756
AT1G49300,1640
AT1G80610,287
AT1G05570,1694
AT1G27540,273
AT1G53945,0
AT1G61565,0
AT1G30780,1
AT1G73350,360
AT1G52440,0
AT1G31280,623
AT1G01225,71
AT1G27110,38
AT1G03180,130
AT1G30050,24
AT1G19540,74
AT1G09540,98
AT1G28220,0
AT1G75717,0
AT1G52680,4
AT1G18940,90
AT1G62580,54
AT1G11020,378
AT1G75680,2775
AT1G16630,217
AT1G61415,8
AT1G65840,3104
