#,Program:featureCounts
Geneid,SRR17446261.bam
AT1G50090,7
AT1G16650,166
AT1G50830,62
AT1G02410,515
AT1G04420,2137
AT1G05190,9019
AT1G60660,282
AT1G13950,259
AT1G23147,0
AT1G17460,207
AT1G02110,762
AT1G32990,4933
AT1G22380,47
AT1G61300,298
AT1G15840,5
AT1G15440,842
AT1G49650,437
AT1G18850,357
AT1G34150,252
AT1G13320,1505
AT1G13820,1014
AT1G15880,751
AT1G80810,281
AT1G54957,0
AT1G65310,547
AT1G20010,6984
AT1G52570,53
AT1G33520,704
AT1G54350,1273
AT1G58160,12
AT1G30190,36
AT1G14550,11
AT1G62450,0
AT1G16830,87
AT1G44090,4
AT1G10880,0
AT1G64633,0
AT1G03830,372
AT1G52530,27
AT1G63580,8
AT1G01600,150
AT1G10210,208
AT1G62720,11
AT1G36980,873
AT1G16705,4
AT1G74180,226
AT1G69480,141
AT1G71520,3
AT1G34792,0
AT1G35190,902
AT1G07850,0
AT1G09620,3493
AT1G02570,43
AT1G26790,1
AT1G03620,72
AT1G01350,511
AT1G65770,0
AT1G21395,0
AT1G13810,197
AT1G14520,1262
AT1G55630,137
AT1G18390,366
AT1G26797,0
AT1G25480,207
AT1G28190,148
AT1G49530,43
AT1G18486,0
AT1G12880,156
AT1G08090,307
AT1G66460,15
AT1G24220,0
AT1G08035,7
AT1G04985,775
AT1G73780,20
AT1G36940,197
AT1G23850,67
AT1G66190,81
AT1G44318,5
AT1G24270,28
AT1G05350,768
AT1G19930,0
AT1G62520,148
AT1G23170,266
AT1G71150,17
AT1G11430,2947
AT1G17145,556
AT1G34815,0
AT1G73910,7
AT1G52050,131
AT1G34320,1250
AT1G48280,226
AT1G12170,0
AT1G49225,0
AT1G01715,68
AT1G29160,60
AT1G22660,422
AT1G79410,392
AT1G75990,908
AT1G76770,20
AT1G78800,618
AT1G57560,65
AT1G48040,178
AT1G63400,41
AT1G32320,1
AT1G71830,240
AT1G75800,2475
AT1G22260,59
AT1G75950,4255
AT1G43730,0
AT1G21060,420
AT1G11330,818
AT1G77600,694
AT1G68790,1149
AT1G22860,595
AT1G53200,197
AT1G35250,78
AT1G60986,0
AT1G52700,164
AT1G03980,34
AT1G19990,177
AT1G58936,0
AT1G24320,103
AT1G62422,218
AT1G53282,0
AT1G67890,629
AT1G62410,1
AT1G13530,72
AT1G18260,1367
AT1G76210,7
AT1G34430,2041
AT1G14460,469
AT1G61350,370
AT1G42440,1132
AT1G12064,4
AT1G06570,1144
AT1G55310,1186
AT1G63740,319
AT1G09870,702
AT1G17710,9
AT1G27200,693
AT1G62120,106
AT1G04770,269
AT1G67920,58
AT1G09410,43
AT1G10540,48
AT1G63615,0
AT1G49240,9165
AT1G09240,870
AT1G67810,326
AT1G70850,1768
AT1G56360,0
AT1G18835,19
AT1G65920,276
AT1G11915,52
AT1G28440,2408
AT1G01650,1016
AT1G16510,100
AT1G25025,0
AT1G53023,4
AT1G33440,44
AT1G74720,793
AT1G72290,0
AT1G53230,62
AT1G01970,634
AT1G12860,697
AT1G11400,369
AT1G53705,0
AT1G75560,600
AT1G56225,0
AT1G27290,1240
AT1G16740,627
AT1G64060,686
AT1G15470,407
AT1G01800,1333
AT1G27260,0
AT1G30560,4
AT1G41830,2496
AT1G31490,0
AT1G34490,0
AT1G08440,89
AT1G04440,2521
AT1G49520,121
AT1G44608,62
AT1G54370,569
AT1G12600,5
AT1G74920,4438
AT1G08150,0
AT1G36100,0
AT1G77080,623
AT1G15610,3
AT1G56050,1135
AT1G55365,1
AT1G15130,1877
AT1G26220,0
AT1G48720,0
AT1G09932,367
AT1G49420,0
AT1G15670,637
AT1G78895,177
AT1G15460,54
AT1G22530,1684
AT1G05780,180
AT1G17840,3391
AT1G18080,8410
AT1G66970,3434
AT1G47265,0
AT1G25280,1468
AT1G48000,6
AT1G53330,34
AT1G62700,25
AT1G20135,0
AT1G64650,2366
AT1G61562,1
AT1G23210,20
AT1G49320,142
AT1G66400,80
AT1G58280,239
AT1G01060,208
AT1G53010,0
AT1G60320,0
AT1G65300,2
AT1G24280,1291
AT1G71696,395
AT1G09690,4188
AT1G14780,282
AT1G03120,16
AT1G31000,0
AT1G26665,393
AT1G51380,108
AT1G37150,7
AT1G05310,32
AT1G43130,567
AT1G04110,92
AT1G13620,1
AT1G24440,284
AT1G01440,372
AT1G66200,16327
AT1G09900,461
AT1G14455,8
AT1G01630,3609
AT1G20440,20438
AT1G77460,527
AT1G65040,768
AT1G71430,63
AT1G18790,0
AT1G14830,2599
AT1G11990,4
AT1G77750,602
AT1G52620,127
AT1G52930,873
AT1G21430,0
AT1G48060,5
AT1G58270,2103
AT1G64790,2639
AT1G59885,0
AT1G34410,0
AT1G01550,4727
AT1G69270,40
AT1G23100,98
AT1G70940,3648
AT1G06810,1
AT1G32220,1484
AT1G03650,75
AT1G17330,253
AT1G16090,42
AT1G32160,1314
AT1G65090,14
AT1G78520,15
AT1G68325,0
AT1G55870,371
AT1G50900,1120
AT1G10590,2607
AT1G73050,4
AT1G10200,2427
AT1G74300,117
AT1G07250,1338
AT1G10370,1188
AT1G09575,81
AT1G52618,76
AT1G05610,21
AT1G09150,849
AT1G18690,255
AT1G57777,0
AT1G71730,836
AT1G24390,0
AT1G61688,0
AT1G34310,0
AT1G55440,8
AT1G72530,66
AT1G62930,82
AT1G50480,10564
AT1G20540,385
AT1G58150,31
AT1G23060,96
AT1G23910,0
AT1G71330,29
AT1G48510,64
AT1G66370,19
AT1G24520,3
AT1G58225,20
AT1G76680,1963
AT1G34245,34
AT1G57565,0
AT1G77420,422
AT1G27310,1906
AT1G35255,9
AT1G24020,1931
AT1G72960,13
AT1G28210,177
AT1G14840,704
AT1G35620,1203
AT1G72210,70
AT1G14685,901
AT1G66070,832
AT1G02070,5
AT1G70300,989
AT1G78922,0
AT1G33470,1668
AT1G55947,1
AT1G55540,1024
AT1G78890,942
AT1G59940,48
AT1G01910,812
AT1G01570,106
AT1G08730,47
AT1G68185,288
AT1G16080,1723
AT1G04940,140
AT1G02340,853
AT1G62880,313
AT1G67930,1191
AT1G51170,364
AT1G71970,218
AT1G05385,308
AT1G47845,0
AT1G67560,1106
AT1G26320,0
AT1G01680,20
AT1G67025,0
AT1G64160,45
AT1G51780,3
AT1G65660,1302
AT1G51600,255
AT1G71500,3975
AT1G70780,3301
AT1G66160,291
AT1G73120,142
AT1G48090,2530
AT1G70760,0
AT1G47765,0
AT1G48820,5
AT1G18300,105
AT1G73680,1044
AT1G35040,0
AT1G02810,866
AT1G54460,741
AT1G21990,1
AT1G06180,199
AT1G75660,1814
AT1G48620,1838
AT1G74250,866
AT1G07740,87
AT1G77140,502
AT1G73170,1061
AT1G67500,487
AT1G26350,0
AT1G32510,52
AT1G22890,255
AT1G23830,3
AT1G76510,479
AT1G08010,684
AT1G05840,494
AT1G55200,101
AT1G17070,308
AT1G78090,196
AT1G70810,713
AT1G64750,1029
AT1G46984,0
AT1G11460,4
AT1G78440,4
AT1G79570,1034
AT1G09157,2
AT1G03720,0
AT1G01690,325
AT1G76230,6
AT1G63240,564
AT1G70960,0
AT1G34300,597
AT1G09680,57
AT1G42680,1
AT1G29180,20
AT1G03730,190
AT1G18160,1464
AT1G53490,59
AT1G77100,5
AT1G67130,4
AT1G26260,121
AT1G64255,0
AT1G08290,73
AT1G12320,110
AT1G18990,6
AT1G11220,87
AT1G55207,2
AT1G74660,81
AT1G63460,929
AT1G55325,1125
AT1G77660,121
AT1G30130,536
AT1G80390,3
AT1G31300,758
AT1G73750,400
AT1G55990,425
AT1G60570,0
AT1G68907,2
AT1G66030,1
AT1G27170,146
AT1G04700,126
AT1G67050,625
AT1G76220,28
AT1G56400,0
AT1G78040,6745
AT1G49170,103
AT1G31540,642
AT1G29420,2
AT1G64840,219
AT1G62030,229
AT1G60095,376
AT1G21230,0
AT1G21660,1354
AT1G65320,524
AT1G50570,1189
AT1G33850,0
AT1G47870,349
AT1G47680,0
AT1G48850,2186
AT1G70440,52
AT1G65150,168
AT1G72800,90
AT1G09000,188
AT1G36160,4463
AT1G02145,582
AT1G23510,3
AT1G51690,1337
AT1G50650,0
AT1G47578,10
AT1G56105,0
AT1G06490,403
AT1G63640,807
AT1G19970,203
AT1G50110,264
AT1G21540,54
AT1G13590,192
AT1G22610,0
AT1G75110,44
AT1G73110,775
AT1G36756,0
AT1G20370,520
AT1G55510,270
AT1G77170,118
AT1G70660,267
AT1G51480,10
AT1G59359,0
AT1G26921,0
AT1G75870,0
AT1G75335,98
AT1G22830,143
AT1G09630,614
AT1G17280,771
AT1G02750,271
AT1G61070,0
AT1G15385,7
AT1G12855,1
AT1G03520,295
AT1G67880,228
AT1G36580,6
AT1G74190,0
AT1G14590,186
AT1G80625,1
AT1G08300,72
AT1G07020,171
AT1G59760,957
AT1G72570,52
AT1G01360,209
AT1G70400,0
AT1G52690,125
AT1G78750,19
AT1G15720,0
AT1G14850,639
AT1G70470,25
AT1G11820,1100
AT1G80700,58
AT1G60783,0
AT1G25230,1067
AT1G43900,644
AT1G67840,1111
AT1G64660,478
AT1G07690,1
AT1G47920,0
AT1G23680,0
AT1G18450,770
AT1G17960,88
AT1G55930,423
AT1G61400,64
AT1G03080,2403
AT1G56660,563
AT1G24130,50
AT1G54960,127
AT1G48350,3267
AT1G80330,0
AT1G14440,214
AT1G65620,162
AT1G11620,0
AT1G69490,67
AT1G78990,77
AT1G29100,3
AT1G52315,45
AT1G70100,595
AT1G61480,87
AT1G35220,866
AT1G27510,913
AT1G65780,0
AT1G69010,912
AT1G30870,1092
AT1G56710,5
AT1G05800,0
AT1G63350,123
AT1G34827,0
AT1G03055,44
AT1G01160,680
AT1G47340,169
AT1G11170,196
AT1G62045,72
AT1G35467,0
AT1G69970,52
AT1G43145,0
AT1G20132,0
AT1G70210,699
AT1G49880,100
AT1G27060,98
AT1G30757,0
AT1G30690,1915
AT1G43760,0
AT1G35680,6037
AT1G61550,19
AT1G36745,0
AT1G58120,3
AT1G69090,0
AT1G27870,0
AT1G63710,17
AT1G03103,0
AT1G31970,1710
AT1G04960,543
AT1G68440,715
AT1G05085,0
AT1G10740,644
AT1G19040,0
AT1G32960,26
AT1G10290,2490
AT1G34020,452
AT1G20575,372
AT1G56085,0
AT1G49190,0
AT1G01730,501
AT1G26500,15
AT1G75125,68
AT1G13800,73
AT1G28380,859
AT1G10150,1
AT1G02180,161
AT1G01180,245
AT1G04625,1
AT1G16810,1165
AT1G14160,148
AT1G55370,409
AT1G67790,0
AT1G30110,382
AT1G70640,82
AT1G71691,8
AT1G78970,1216
AT1G09610,0
AT1G69190,0
AT1G34065,140
AT1G69730,356
AT1G64300,110
AT1G18180,36
AT1G53260,11
AT1G18750,68
AT1G72670,258
AT1G63090,533
AT1G67350,1853
AT1G03430,451
AT1G31670,0
AT1G48790,1392
AT1G64510,6122
AT1G10980,1
AT1G61667,205
AT1G48270,116
AT1G66570,0
AT1G35720,14957
AT1G11690,13
AT1G68880,319
AT1G72180,1338
AT1G15920,439
AT1G78020,1721
AT1G63060,0
AT1G24265,85
AT1G19710,524
AT1G28050,732
AT1G51420,580
AT1G65540,1379
AT1G21600,1480
AT1G68980,143
AT1G20270,406
AT1G73640,78
AT1G02260,508
AT1G20410,442
AT1G55675,217
AT1G19900,83
AT1G30260,55
AT1G10800,17
AT1G56140,881
AT1G74270,1466
AT1G43610,0
AT1G20050,2025
AT1G72250,414
AT1G10940,2107
AT1G02420,34
AT1G32460,14
AT1G35614,0
AT1G11390,451
AT1G25450,707
AT1G77490,3011
AT1G69250,621
AT1G14890,467
AT1G66280,1807
AT1G07900,73
AT1G59218,2
AT1G33410,1187
AT1G72280,191
AT1G53670,1940
AT1G78290,126
AT1G36640,2
AT1G17360,1342
AT1G14150,759
AT1G03490,0
AT1G62910,18
AT1G70420,330
AT1G52590,392
AT1G29850,1345
AT1G33810,1172
AT1G19600,1974
AT1G51035,5
AT1G18340,290
AT1G53345,103
AT1G23995,0
AT1G31820,174
AT1G55350,1831
AT1G29460,192
AT1G07420,976
AT1G04260,367
AT1G14720,1260
AT1G69550,551
AT1G62981,31
AT1G65080,101
AT1G80350,575
AT1G67060,286
AT1G68845,4
AT1G63600,21
AT1G05930,0
AT1G58265,0
AT1G74100,4717
AT1G48450,3005
AT1G15600,0
AT1G68210,0
AT1G24159,0
AT1G31910,5092
AT1G43630,0
AT1G75010,597
AT1G09700,328
AT1G12900,23324
AT1G30545,92
AT1G16840,1249
AT1G69740,4946
AT1G73280,109
AT1G30000,747
AT1G19150,1477
AT1G04860,768
AT1G60170,1377
AT1G42190,0
AT1G45010,391
AT1G76065,52
AT1G69780,439
AT1G08750,298
AT1G62305,246
AT1G28610,407
AT1G20490,139
AT1G73970,388
AT1G74580,137
AT1G52100,1542
AT1G07670,1136
AT1G02890,1931
AT1G47720,124
AT1G33120,2042
AT1G30700,384
AT1G51650,3919
AT1G27840,420
AT1G63105,3
AT1G09230,608
AT1G06900,995
AT1G06050,83
AT1G73250,372
AT1G07050,75
AT1G64810,511
AT1G75270,1030
AT1G64920,80
AT1G54680,80
AT1G05950,239
AT1G33390,507
AT1G73990,1297
AT1G56210,184
AT1G35030,0
AT1G78580,1239
AT1G25155,0
AT1G31720,29
AT1G80030,1727
AT1G32980,0
AT1G56620,0
AT1G50680,0
AT1G78500,16
AT1G58460,14
AT1G45145,662
AT1G53530,115
AT1G67035,38
AT1G21980,1444
AT1G05100,31
AT1G56330,4109
AT1G62500,495
AT1G72940,152
AT1G35242,0
AT1G60750,2
AT1G68120,21
AT1G47330,673
AT1G18740,712
AT1G04210,1283
AT1G66060,0
AT1G56415,0
AT1G13910,131
AT1G07780,192
AT1G54940,79
AT1G76100,3517
AT1G66100,90
AT1G27360,183
AT1G73530,690
AT1G77400,223
AT1G49290,0
AT1G67220,6
AT1G36272,0
AT1G35780,1027
AT1G56460,897
AT1G16520,712
AT1G63057,0
AT1G06450,22
AT1G59722,0
AT1G51680,2632
AT1G55160,293
AT1G69150,8
AT1G66040,0
AT1G23020,1387
AT1G51915,1
AT1G69380,185
AT1G54400,11
AT1G27420,95
AT1G27910,517
AT1G49040,1058
AT1G58223,0
AT1G67330,0
AT1G23300,0
AT1G64230,6085
AT1G57690,0
AT1G55152,0
AT1G48030,5309
AT1G50890,195
AT1G15590,0
AT1G15180,848
AT1G79460,574
AT1G20823,248
AT1G27330,1102
AT1G78830,4879
AT1G60050,35
AT1G72545,0
AT1G64584,0
AT1G69523,99
AT1G20720,107
AT1G55610,216
AT1G07400,87
AT1G34575,0
AT1G44170,1392
AT1G27600,794
AT1G02710,0
AT1G15040,134
AT1G05200,846
AT1G05575,22
AT1G75220,1300
AT1G13860,629
AT1G05720,373
AT1G53300,1597
AT1G54180,126
AT1G61810,312
AT1G62640,1114
AT1G24430,127
AT1G80590,0
AT1G35820,0
AT1G63250,254
AT1G23890,195
AT1G20480,54
AT1G61790,2618
AT1G68300,654
AT1G69790,38
AT1G10560,152
AT1G68780,434
AT1G07640,1011
AT1G32710,1
AT1G34070,0
AT1G52155,103
AT1G47500,572
AT1G77765,74
AT1G62190,0
AT1G26130,310
AT1G59500,0
AT1G77010,12
AT1G74130,6
AT1G15360,1
AT1G07170,315
AT1G10360,968
AT1G22780,3260
AT1G64610,238
AT1G02305,1677
AT1G21860,4
AT1G70990,98
AT1G16030,199
AT1G34270,216
AT1G69570,27
AT1G03240,4
AT1G05820,45
AT1G60690,240
AT1G58210,157
AT1G58007,29
AT1G29900,3294
AT1G33320,17
AT1G72630,465
AT1G09780,5687
AT1G29435,0
AT1G15350,817
AT1G06515,248
AT1G50030,1558
AT1G32520,236
AT1G51210,0
AT1G66930,78
AT1G03540,61
AT1G76310,260
AT1G64385,531
AT1G43850,836
AT1G76965,0
AT1G51570,2628
AT1G76130,395
AT1G11050,0
AT1G72080,0
AT1G04680,2084
AT1G32780,51
AT1G18370,680
AT1G24040,429
AT1G61120,24
AT1G69160,834
AT1G22230,346
AT1G75240,519
AT1G53700,77
AT1G80460,3316
AT1G59640,158
AT1G19850,710
AT1G21925,0
AT1G48600,6949
AT1G28390,237
AT1G67030,205
AT1G64340,0
AT1G31550,239
AT1G52360,2966
AT1G77270,98
AT1G64320,21
AT1G03165,3
AT1G64590,78
AT1G79400,44
AT1G02880,523
AT1G38790,0
AT1G63190,0
AT1G78850,11285
AT1G70895,83
AT1G12230,3173
AT1G35830,98
AT1G75430,18
AT1G53450,202
AT1G25330,1
AT1G21950,0
AT1G23650,0
AT1G72270,6
AT1G30170,33
AT1G15757,0
AT1G28150,482
AT1G69500,1
AT1G23580,0
AT1G03440,307
AT1G76270,381
AT1G65560,160
AT1G13730,654
AT1G18060,2363
AT1G21640,1391
AT1G08960,410
AT1G79860,49
AT1G68360,26
AT1G10550,92
AT1G34570,266
AT1G65710,104
AT1G56530,0
AT1G53320,1652
AT1G17220,7133
AT1G77525,0
AT1G19960,175
AT1G52880,175
AT1G05420,150
AT1G76040,1103
AT1G79840,157
AT1G47830,482
AT1G03010,55
AT1G78100,636
AT1G01695,11
AT1G15380,1208
AT1G72320,873
AT1G61690,1103
AT1G01610,1289
AT1G74030,2189
AT1G66950,52
AT1G18770,0
AT1G74220,0
AT1G56630,31
AT1G02520,149
AT1G50620,542
AT1G08130,600
AT1G33790,425
AT1G62380,12993
AT1G73165,2
AT1G66000,0
AT1G77932,0
AT1G15480,376
AT1G77960,211
AT1G02590,0
AT1G66640,0
AT1G23880,132
AT1G34460,17
AT1G12780,1332
AT1G30300,260
AT1G54060,712
AT1G33020,0
AT1G71130,200
AT1G75170,276
AT1G79920,2797
AT1G03190,330
AT1G16025,0
AT1G22620,946
AT1G51260,3
AT1G65640,0
AT1G26410,14
AT1G74820,0
AT1G34650,0
AT1G23190,5915
AT1G55250,668
AT1G74210,925
AT1G76940,354
AT1G80890,82
AT1G74730,1736
AT1G76090,971
AT1G63990,2
AT1G61360,455
AT1G75140,520
AT1G21270,1417
AT1G49300,1386
AT1G80610,256
AT1G05570,1656
AT1G27540,303
AT1G53945,0
AT1G61565,0
AT1G30780,0
AT1G73350,315
AT1G52440,0
AT1G31280,622
AT1G01225,43
AT1G27110,40
AT1G03180,113
AT1G30050,20
AT1G19540,115
AT1G09540,87
AT1G28220,5
AT1G75717,0
AT1G52680,3
AT1G18940,83
AT1G62580,57
AT1G11020,382
AT1G75680,2585
AT1G16630,237
AT1G61415,7
AT1G65840,2416
